OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
1778,740,532180,21,163,MD027,6,GoB,793004,C,281.118726516273057,1777.516736760531103,79,"Developed, Open Space",0.4392340,0.0001852,0.0146298
1779,740,532180,21,204,MD027,6,MoB,793442,D,96.757037672175670,282.645331039911923,84,"Developed, Open Space",0.0698432,0.0000294,0.0024735
1780,741,532181,21,63,MD027,6,LmB,793427,C,219.235242583477032,1259.230593515752162,79,"Developed, Open Space",0.3111627,0.0001312,0.0103640
1781,741,532181,21,141,MD027,6,LrD,793430,C,91.092874864147177,394.096112545602409,79,"Developed, Open Space",0.0973833,0.0000411,0.0032436
1782,742,532395,21,80,MD027,6,LoB,793428,C,179.999999998137355,1799.999999972060323,79,"Developed, Open Space",0.4447897,0.0001875,0.0148148
1783,743,532396,21,200,MD027,6,WcB,793659,D,120.000000001862645,900.000000027939677,84,"Developed, Open Space",0.2223948,0.0000938,0.0078762
1784,744,532397,22,80,MD027,6,LoB,793428,C,283.230427936718399,3136.503656414301531,79,"Developed, Low Intensity",0.7750469,0.0003268,0.0258148
1785,744,532397,22,216,MD027,6,LeC,793014,C,190.976895329831052,2088.374273187637300,79,"Developed, Low Intensity",0.5160486,0.0002176,0.0171883
1786,745,532585,21,80,MD027,6,LoB,793428,C,468.492381792566050,8883.933914052873661,79,"Developed, Open Space",2.1952679,0.0009256,0.0731188
1787,745,532585,21,200,MD027,6,WcB,793659,D,119.639414694097084,277.274315647290223,84,"Developed, Open Space",0.0685160,0.0000289,0.0024265
1788,746,532586,52,80,MD027,6,LoB,793428,C,237.705383026178822,2283.132849083032852,73,Shrub/Scrub,0.5641744,0.0002379,0.0173640
1789,746,532586,52,200,MD027,6,WcB,793659,D,80.300985117580652,416.867150916967148,79,Shrub/Scrub,0.1030101,0.0000434,0.0034310
1790,747,532587,23,80,MD027,6,LoB,793428,C,291.836464661500315,2673.633599431029779,79,"Developed, Medium Intensity",0.6606693,0.0002785,0.0220052
1791,747,532587,23,200,MD027,6,WcB,793659,D,102.042062888154490,626.483534825965762,84,"Developed, Medium Intensity",0.1548074,0.0000653,0.0054826
1792,748,532588,24,80,MD027,6,LoB,793428,C,86.675747722619874,395.988807342946529,,"Developed, High Intensity",0.0978510,0.0000413,
1793,748,532588,24,200,MD027,6,WcB,793659,D,93.877240082481606,504.011192740872502,,"Developed, High Intensity",0.1245439,0.0000525,
1794,749,532589,21,80,MD027,6,LoB,793428,C,18.394874780902278,14.928477237313924,79,"Developed, Open Space",0.0036889,0.0000016,0.0001229
1795,749,532589,21,200,MD027,6,WcB,793659,D,107.441001489404101,600.950700743947891,84,"Developed, Open Space",0.1484981,0.0000626,0.0052591
1796,750,532590,43,80,MD027,6,LoB,793428,C,302.023303874018950,1760.928841421028665,73,Mixed Forest,0.4351350,0.0001835,0.0133925
1797,750,532590,43,200,MD027,6,WcB,793659,D,301.810111835685973,4993.403393897810929,79,Mixed Forest,1.2338969,0.0005202,0.0410980
1798,750,532590,43,216,MD027,6,LeC,793014,C,173.790196594667009,768.909033924032087,73,Mixed Forest,0.1900016,0.0000801,0.0058478
1799,751,532591,21,27,MD027,6,LrF,793431,C,137.227979519177779,377.892442764807754,79,"Developed, Open Space",0.0933793,0.0000394,0.0031102
1800,751,532591,21,163,MD027,6,GoB,793004,C,166.549375668872699,1422.107557402830480,79,"Developed, Open Space",0.3514104,0.0001482,0.0117046
1801,752,532592,21,27,MD027,6,LrF,793431,C,113.157511517473623,615.879178001969194,79,"Developed, Open Space",0.1521871,0.0000642,0.0050690
1802,753,532776,21,80,MD027,6,LoB,793428,C,120.000000005587935,900.000000083819032,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1803,754,532777,23,80,MD027,6,LoB,793428,C,120.000031555094779,638.147239294104452,79,"Developed, Medium Intensity",0.1576896,0.0000665,0.0052522
1804,755,532778,21,80,MD027,6,LoB,793428,C,120.000000009313226,900.000000139698386,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1805,756,532779,52,80,MD027,6,LoB,793428,C,120.000000005587935,900.000000083819032,73,Shrub/Scrub,0.2223948,0.0000938,0.0068448
1806,757,532780,21,80,MD027,6,LoB,793428,C,390.365121475857393,6108.398437659016054,79,"Developed, Open Space",1.5094181,0.0006364,0.0502749
1807,758,532781,21,49,MD027,6,LeC,793014,C,79.700565359159384,203.809950569245473,79,"Developed, Open Space",0.0503625,0.0000212,0.0016774
1808,758,532781,21,140,MD027,6,LrD,793430,C,95.466108835823377,372.532822944907309,79,"Developed, Open Space",0.0920549,0.0000388,0.0030661
1809,759,532945,52,80,MD027,6,LoB,793428,C,119.999999998137355,899.999999972060323,73,Shrub/Scrub,0.2223948,0.0000938,0.0068448
1810,760,533136,52,80,MD027,6,LoB,793428,C,119.999999990686774,899.999999860301614,73,Shrub/Scrub,0.2223948,0.0000938,0.0068448
1811,761,533137,22,80,MD027,6,LoB,793428,C,245.870302309855674,2879.342579569662121,79,"Developed, Low Intensity",0.7115011,0.0003000,0.0236983
1812,762,533299,24,80,MD027,6,LoB,793428,C,365.044020832074580,3602.950185051706740,,"Developed, High Intensity",0.8903084,0.0003754,
1813,762,533299,24,200,MD027,6,WcB,793659,D,22.991048194801238,5.749207499898673,,"Developed, High Intensity",0.0014207,0.0000006,
1814,763,533300,41,80,MD027,6,LoB,793428,C,507.962766945535179,9195.145012083008623,73,Deciduous Forest,2.2721698,0.0009580,0.0699323
1815,764,533301,21,80,MD027,6,LoB,793428,C,370.709070709607147,3830.613902400815277,79,"Developed, Open Space",0.9465653,0.0003991,0.0315277
1816,764,533301,21,105,MD027,6,LaC,813450,C,739.489120830687057,10851.064856312310440,79,"Developed, Open Space",2.6813564,0.0011305,0.0893092
1817,764,533301,21,138,MD027,6,LrD,793430,C,306.083074277022376,4875.873316024724772,79,"Developed, Open Space",1.2048545,0.0005080,0.0401306
1818,764,533301,21,199,MD027,6,WcB,793659,D,459.350070684901937,8191.808736817552926,84,"Developed, Open Space",2.0242400,0.0008534,0.0716895
1819,765,533302,41,105,MD027,6,LaC,813450,C,119.426091543640425,899.518684712567278,73,Deciduous Forest,0.2222759,0.0000937,0.0068412
1820,765,533302,41,138,MD027,6,LrD,793430,C,3.354650351460507,0.481315566829509,73,Deciduous Forest,0.0001189,0.0000001,0.0000037
1821,766,533303,21,105,MD027,6,LaC,813450,C,105.181039275965702,686.811248300546708,79,"Developed, Open Space",0.1697147,0.0000716,0.0056528
1822,766,533303,21,138,MD027,6,LrD,793430,C,76.519923158354175,213.188752062669039,79,"Developed, Open Space",0.0526801,0.0000222,0.0017546
1823,767,533304,23,63,MD027,6,LmB,793427,C,203.538906677009550,1651.315475310851070,79,"Developed, Medium Intensity",0.4080489,0.0001720,0.0135911
1824,767,533304,23,185,MD027,6,MoC,793443,D,21.125075773160866,6.362507669725932,84,"Developed, Medium Intensity",0.0015722,0.0000007,0.0000557
1825,767,533304,23,217,MD027,6,LeC,793014,C,64.260926512550256,154.535989000499001,79,"Developed, Medium Intensity",0.0381867,0.0000161,0.0012719
1826,768,533457,52,80,MD027,6,LoB,793428,C,112.521304065081409,576.562499934516381,73,Shrub/Scrub,0.1424717,0.0000601,0.0043850
1827,769,533458,52,80,MD027,6,LoB,793428,C,172.794243752761560,1295.617675912046707,73,Shrub/Scrub,0.3201541,0.0001350,0.0098536
1828,770,533459,21,27,MD027,6,LrF,793431,C,220.963155875267006,2489.463834498643791,79,"Developed, Open Space",0.6151599,0.0002594,0.0204894
1829,770,533459,21,49,MD027,6,LeC,793014,C,423.084088994311685,6290.621562847476525,79,"Developed, Open Space",1.5544465,0.0006554,0.0517747
1830,770,533459,21,171,MD027,6,WcB,793659,D,223.689622214771930,1519.377493285343007,84,"Developed, Open Space",0.3754463,0.0001583,0.0132966
1831,771,533460,81,63,MD027,6,LmB,793427,C,564.282331053780126,3924.500904115403955,74,Hay/Pasture,0.9697653,0.0004089,0.0302561
1832,771,533460,81,139,MD027,6,LrD,793430,C,95.668011249280937,173.607507173263002,74,Hay/Pasture,0.0428993,0.0000181,0.0013384
1833,771,533460,81,141,MD027,6,LrD,793430,C,549.592580276050626,12464.745856815132356,74,Hay/Pasture,3.0801058,0.0012986,0.0960974
1834,771,533460,81,142,MD027,6,LrD,793430,C,219.405465842478264,2524.717395744487931,74,Hay/Pasture,0.6238713,0.0002630,0.0194644
1835,771,533460,81,185,MD027,6,MoC,793443,D,923.522375561296030,12765.616483757748938,80,Hay/Pasture,3.1544526,0.0013300,0.1063968
1836,771,533460,81,217,MD027,6,LeC,793014,C,281.854359858088856,4464.829942835386646,74,Hay/Pasture,1.1032835,0.0004652,0.0344218
1837,772,533461,21,63,MD027,6,LmB,793427,C,162.952409054627736,1259.108223359864269,79,"Developed, Open Space",0.3111324,0.0001312,0.0103630
1838,772,533461,21,185,MD027,6,MoC,793443,D,136.643164837276657,540.891776416618313,84,"Developed, Open Space",0.1336573,0.0000564,0.0047335
1839,773,533630,21,80,MD027,6,LoB,793428,C,798.446076176105976,10376.749554600430201,79,"Developed, Open Space",2.5641506,0.0010811,0.0854053
1840,774,533631,22,28,MD027,6,LrF,793431,C,35.251161656228035,46.042689545925676,79,"Developed, Low Intensity",0.0113774,0.0000048,0.0003790
1841,774,533631,22,80,MD027,6,LoB,793428,C,2967.878097814797002,86596.736954220832558,79,"Developed, Low Intensity",21.3985195,0.0090219,0.7127303
1842,774,533631,22,105,MD027,6,LaC,813450,C,718.743855604422038,7152.770536186157187,79,"Developed, Low Intensity",1.7674881,0.0007452,0.0588705
1843,774,533631,22,138,MD027,6,LrD,793430,C,588.190166626904556,6258.068388077603231,79,"Developed, Low Intensity",1.5464023,0.0006520,0.0515067
1844,774,533631,22,198,MD027,6,WcB,793659,D,267.676181746201564,1304.988808153007540,84,"Developed, Low Intensity",0.3224698,0.0001360,0.0114204
1845,774,533631,22,199,MD027,6,WcB,793659,D,651.679635935409351,7410.116663518308997,84,"Developed, Low Intensity",1.8310797,0.0007720,0.0648487
1846,774,533631,22,201,MD027,6,WcB,793659,D,785.639563227025292,14263.165458256371494,84,"Developed, Low Intensity",3.5245049,0.0014860,0.1248222
1847,775,533632,21,27,MD027,6,LrF,793431,C,356.149040059057484,2596.113889323732565,79,"Developed, Open Space",0.6415137,0.0002705,0.0213672
1848,775,533632,21,64,MD027,6,LmB,793427,C,84.918041038947109,441.163711654887436,79,"Developed, Open Space",0.1090139,0.0000460,0.0036310
1849,775,533632,21,137,MD027,6,LrD,793430,C,483.232975885265262,8654.228431388377430,79,"Developed, Open Space",2.1385064,0.0009016,0.0712282
1850,775,533632,21,163,MD027,6,GoB,793004,C,20.159430071338569,6.717919240324282,79,"Developed, Open Space",0.0016600,0.0000007,0.0000553
1851,775,533632,21,219,MD027,6,Ha,793006,D,273.581036886049333,2445.460077852152608,84,"Developed, Open Space",0.6042864,0.0002548,0.0214011
1852,776,533806,22,80,MD027,6,LoB,793428,C,678.737299019515717,15266.080904368569463,79,"Developed, Low Intensity",3.7723308,0.0015905,0.1256468
1853,776,533806,22,198,MD027,6,WcB,793659,D,1.059182549040547,0.043868633020922,84,"Developed, Low Intensity",0.0000108,0.0000000,0.0000004
1854,777,533807,41,136,MD027,6,LrD,793430,C,29.084225036708052,32.329906067913974,73,Deciduous Forest,0.0079889,0.0000034,0.0002459
1855,777,533807,41,198,MD027,6,WcB,793659,D,115.553616300729445,867.670094015905079,79,Deciduous Forest,0.2144060,0.0000904,0.0071413
1856,778,533808,21,138,MD027,6,LrD,793430,C,62.070295947812355,139.424092834826155,79,"Developed, Open Space",0.0344524,0.0000145,0.0011475
1857,778,533808,21,198,MD027,6,WcB,793659,D,172.670416819158447,1642.353985061574804,84,"Developed, Open Space",0.4058345,0.0001711,0.0143728
1858,778,533808,21,219,MD027,6,Ha,793006,D,26.039309374075025,18.221922075659329,84,"Developed, Open Space",0.0045027,0.0000019,0.0001595
1859,779,533809,21,219,MD027,6,Ha,793006,D,112.521304067495208,576.562500000000000,84,"Developed, Open Space",0.1424717,0.0000601,0.0050457
1860,780,533810,21,64,MD027,6,LmB,793427,C,110.097847480573790,572.957543300105044,79,"Developed, Open Space",0.1415809,0.0000597,0.0047157
1861,780,533810,21,137,MD027,6,LrD,793430,C,8.709123261399551,3.604956790473499,79,"Developed, Open Space",0.0008908,0.0000004,0.0000297
1862,781,533975,22,49,MD027,6,LeC,793014,C,588.345906118329253,12242.041374984451977,79,"Developed, Low Intensity",3.0250742,0.0012754,0.1007575
1863,781,533975,22,64,MD027,6,LmB,793427,C,60.736676848585404,189.954592599961501,79,"Developed, Low Intensity",0.0469388,0.0000198,0.0015634
1864,781,533975,22,140,MD027,6,LrD,793430,C,48.792000294748092,121.177769659301632,79,"Developed, Low Intensity",0.0299437,0.0000126,0.0009973
1865,781,533975,22,171,MD027,6,WcB,793659,D,126.872936471207780,536.826797028126066,84,"Developed, Low Intensity",0.1326528,0.0000559,0.0046980
1866,782,534139,22,80,MD027,6,LoB,793428,C,353.994565236244341,3208.979511240394913,79,"Developed, Low Intensity",0.7929561,0.0003343,0.0264114
1867,783,534140,41,136,MD027,6,LrD,793430,C,0.355936990355658,0.005242229420267,73,Deciduous Forest,0.0000013,0.0000000,0.0000000
1868,783,534140,41,198,MD027,6,WcB,793659,D,11.165845997669180,5.145614891999640,79,Deciduous Forest,0.0012715,0.0000005,0.0000424
1869,783,534140,41,215,MD027,6,LeC,793014,C,178.097747317789072,1794.849142990338805,73,Deciduous Forest,0.4435169,0.0001870,0.0136505
1870,784,534141,21,105,MD027,6,LaC,813450,C,147.640270738688713,1301.868573389842823,79,"Developed, Open Space",0.3216987,0.0001356,0.0107150
1871,784,534141,21,136,MD027,6,LrD,793430,C,274.206722507748452,2988.217095929597235,79,"Developed, Open Space",0.7384045,0.0003113,0.0245944
1872,784,534141,21,138,MD027,6,LrD,793430,C,2.855932767671376,0.384033174867437,79,"Developed, Open Space",0.0000949,0.0000000,0.0000032
1873,784,534141,21,198,MD027,6,WcB,793659,D,320.697570524100684,2595.721823905997098,84,"Developed, Open Space",0.6414168,0.0002704,0.0227161
1874,784,534141,21,215,MD027,6,LeC,793014,C,326.365517552445908,2007.241090685852441,79,"Developed, Open Space",0.4960001,0.0002091,0.0165205
1875,785,534142,21,64,MD027,6,LmB,793427,C,19.646763047189580,13.383838307268157,79,"Developed, Open Space",0.0033072,0.0000014,0.0001102
1876,785,534142,21,137,MD027,6,LrD,793430,C,117.096444070325362,886.616161776550825,79,"Developed, Open Space",0.2190876,0.0000924,0.0072973
1877,786,534143,21,63,MD027,6,LmB,793427,C,244.776188478385336,2081.394101883816802,79,"Developed, Open Space",0.5143237,0.0002168,0.0171308
1878,786,534143,21,139,MD027,6,LrD,793430,C,436.206319349066291,5474.056095864693816,79,"Developed, Open Space",1.3526688,0.0005703,0.0450540
1879,786,534143,21,171,MD027,6,WcB,793659,D,214.130568576129178,2919.763902334783779,84,"Developed, Open Space",0.7214894,0.0003042,0.0255519
1880,787,534144,21,63,MD027,6,LmB,793427,C,378.877501631202449,6995.441222065108377,79,"Developed, Open Space",1.7286112,0.0007288,0.0575757
1881,788,534145,23,63,MD027,6,LmB,793427,C,340.348044932468952,5310.966893530683592,79,"Developed, Medium Intensity",1.3123685,0.0005533,0.0437117
1882,788,534145,23,112,MD027,6,LeC,793014,C,110.073683522092651,513.140670206407663,79,"Developed, Medium Intensity",0.1267998,0.0000535,0.0042234
1883,789,534146,23,112,MD027,6,LeC,793014,C,77.890164336231948,127.480957138910384,79,"Developed, Medium Intensity",0.0315012,0.0000133,0.0010492
1884,790,534316,21,63,MD027,6,LmB,793427,C,15.560670902300931,9.799433705792785,79,"Developed, Open Space",0.0024215,0.0000010,0.0000807
1885,790,534316,21,139,MD027,6,LrD,793430,C,117.480973978806588,890.200566210388160,79,"Developed, Open Space",0.2199734,0.0000927,0.0073268
1886,791,534497,21,66,MD027,6,LmB,793427,C,140.382647780551025,900.743965518219625,79,"Developed, Open Space",0.2225787,0.0000938,0.0074135
1887,791,534497,21,198,MD027,6,WcB,793659,D,214.134105791317324,1539.841113003128612,84,"Developed, Open Space",0.3805030,0.0001604,0.0134757
1888,791,534497,21,215,MD027,6,LeC,793014,C,288.681545273975530,2657.782708040206217,79,"Developed, Open Space",0.6567524,0.0002769,0.0218748
1889,792,534498,21,64,MD027,6,LmB,793427,C,94.711030493747401,336.561522180926204,79,"Developed, Open Space",0.0831662,0.0000351,0.0027701
1890,792,534498,21,137,MD027,6,LrD,793430,C,280.251060219544684,2079.166962110643453,79,"Developed, Open Space",0.5137733,0.0002166,0.0171125
1891,792,534498,21,219,MD027,6,Ha,793006,D,246.876502237088772,1184.271515876068406,84,"Developed, Open Space",0.2926399,0.0001234,0.0103640
1892,793,534499,41,64,MD027,6,LmB,793427,C,397.608543982974425,3233.621696720520504,73,Deciduous Forest,0.7990453,0.0003369,0.0245928
1893,793,534499,41,137,MD027,6,LrD,793430,C,384.149201127574884,3856.443811654584806,73,Deciduous Forest,0.9529480,0.0004018,0.0293296
1894,793,534499,41,219,MD027,6,Ha,793006,D,80.175386664466458,216.501874136653015,79,Deciduous Forest,0.0534988,0.0000226,0.0017819
1895,794,534500,21,64,MD027,6,LmB,793427,C,280.303293001653572,2938.389175964513015,79,"Developed, Open Space",0.7260918,0.0003061,0.0241843
1896,794,534500,21,137,MD027,6,LrD,793430,C,136.963721831144710,661.610823867848808,79,"Developed, Open Space",0.1634876,0.0000689,0.0054454
1897,795,534501,22,64,MD027,6,LmB,793427,C,694.378387245158819,16516.535413868383330,79,"Developed, Low Intensity",4.0813246,0.0017207,0.1359386
1898,795,534501,22,137,MD027,6,LrD,793430,C,446.689734661515160,3413.905131979362523,79,"Developed, Low Intensity",0.8435943,0.0003557,0.0280980
1899,796,534502,23,63,MD027,6,LmB,793427,C,139.516370701140232,799.257303042537842,79,"Developed, Medium Intensity",0.1975008,0.0000833,0.0065782
1900,796,534502,23,108,MD027,6,LeB,793012,C,48.980262834408364,109.817830536247158,79,"Developed, Medium Intensity",0.0271366,0.0000114,0.0009039
1901,796,534502,23,112,MD027,6,LeC,793014,C,191.131406769154552,1731.362703784102450,79,"Developed, Medium Intensity",0.4278290,0.0001804,0.0142499
1902,797,534695,22,66,MD027,6,LmB,793427,C,340.576727880716987,5604.493439648185813,79,"Developed, Low Intensity",1.3849005,0.0005839,0.0461275
1903,797,534695,22,215,MD027,6,LeC,793014,C,314.487803921270768,4402.073942843056102,79,"Developed, Low Intensity",1.0877762,0.0004586,0.0362311
1904,798,534696,41,64,MD027,6,LmB,793427,C,80.438798427799128,313.945418800450170,73,Deciduous Forest,0.0775776,0.0000327,0.0023877
1905,798,534696,41,137,MD027,6,LrD,793430,C,97.916585291588476,262.397354605717112,73,Deciduous Forest,0.0648398,0.0000273,0.0019956
1906,799,534896,22,66,MD027,6,LmB,793427,C,44.461211964495050,35.800825799646582,79,"Developed, Low Intensity",0.0088466,0.0000037,0.0002947
1907,799,534896,22,215,MD027,6,LeC,793014,C,113.104703456170412,864.199174284172386,79,"Developed, Low Intensity",0.2135483,0.0000900,0.0071128
1908,800,535099,23,80,MD027,6,LoB,793428,C,1735.763757649596528,24680.005377125293307,79,"Developed, Medium Intensity",6.0985622,0.0025712,0.2031276
1909,800,535099,23,200,MD027,6,WcB,793659,D,647.205696433435946,9171.112421579018701,84,"Developed, Medium Intensity",2.2662313,0.0009555,0.0802598
1910,800,535099,23,216,MD027,6,LeC,793014,C,336.402650897368062,2772.387990373753837,79,"Developed, Medium Intensity",0.6850720,0.0002888,0.0228180
1911,801,535101,42,66,MD027,6,LmB,793427,C,276.259792614811431,3499.897038272935788,73,Evergreen Forest,0.8648434,0.0003646,0.0266180
1912,801,535101,42,215,MD027,6,LeC,793014,C,87.672496423811168,100.102961671184659,73,Evergreen Forest,0.0247360,0.0000104,0.0007613
1913,802,535288,21,66,MD027,6,LmB,793427,C,232.298893326741393,2883.319811486651361,79,"Developed, Open Space",0.7124838,0.0003004,0.0237310
1914,802,535288,21,136,MD027,6,LrD,793430,C,435.080188418403111,4394.499370796219409,79,"Developed, Open Space",1.0859045,0.0004578,0.0361687
1915,802,535288,21,215,MD027,6,LeC,793014,C,320.460282111556182,3048.600767122492471,79,"Developed, Open Space",0.7533256,0.0003176,0.0250914
1916,803,535289,21,64,MD027,6,LmB,793427,C,124.721272508133225,919.185646436175830,79,"Developed, Open Space",0.2271357,0.0000958,0.0075653
1917,803,535289,21,137,MD027,6,LrD,793430,C,361.676832205506571,4173.462486322847326,79,"Developed, Open Space",1.0312850,0.0004348,0.0343495
1918,803,535289,21,219,MD027,6,Ha,793006,D,291.828474662852557,3266.409484120001252,84,"Developed, Open Space",0.8071474,0.0003403,0.0285855
1919,804,535290,21,179,MD027,6,UbF,796041,,112.494012439768170,576.342773427452357,,"Developed, Open Space",0.1424174,0.0000600,
1920,805,535291,21,63,MD027,6,LmB,793427,C,480.868592886903286,7669.509744382356075,79,"Developed, Open Space",1.8951771,0.0007990,0.0631235
1921,806,535472,41,65,MD027,6,LmB,793427,C,8.827895244829314,2.114221847441339,73,Deciduous Forest,0.0005224,0.0000002,0.0000161
1922,806,535472,41,66,MD027,6,LmB,793427,C,331.665099481023901,4687.325916758387393,73,Deciduous Forest,1.1582634,0.0004883,0.0356488
1923,806,535472,41,80,MD027,6,LoB,793428,C,31.893210499772536,26.561538603456121,73,Deciduous Forest,0.0065635,0.0000028,0.0002020
1924,806,535472,41,198,MD027,6,WcB,793659,D,133.299553653989790,928.942700892445146,79,Deciduous Forest,0.2295467,0.0000968,0.0076456
1925,806,535472,41,215,MD027,6,LeC,793014,C,120.736707494210776,881.903234468771757,73,Deciduous Forest,0.2179230,0.0000919,0.0067072
1926,807,535473,42,66,MD027,6,LmB,793427,C,120.000000000000000,900.000000000000000,73,Evergreen Forest,0.2223948,0.0000938,0.0068448
1927,808,535474,21,63,MD027,6,LmB,793427,C,369.890598683119265,2519.069418709276761,79,"Developed, Open Space",0.6224756,0.0002624,0.0207331
1928,808,535474,21,108,MD027,6,LeB,793012,C,58.151771480869982,156.659589781340372,79,"Developed, Open Space",0.0387114,0.0000163,0.0012894
1929,808,535474,21,112,MD027,6,LeC,793014,C,233.595147319063727,2066.739506885927767,79,"Developed, Open Space",0.5107024,0.0002153,0.0170102
1930,809,535654,41,66,MD027,6,LmB,793427,C,168.013939249848562,1393.698012704244320,73,Deciduous Forest,0.3443903,0.0001452,0.0105996
1931,810,535655,21,139,MD027,6,LrD,793430,C,170.820997519502839,1096.557183501523696,79,"Developed, Open Space",0.2709652,0.0001142,0.0090252
1932,810,535655,21,171,MD027,6,WcB,793659,D,79.902491460127891,122.396571054938377,84,"Developed, Open Space",0.0302449,0.0000128,0.0010711
1933,810,535655,21,202,MD027,6,MoB,793442,D,64.014487092125052,76.663921187582361,84,"Developed, Open Space",0.0189441,0.0000080,0.0006709
1934,811,535835,41,139,MD027,6,LrD,793430,C,119.999999990686774,899.999999860301614,73,Deciduous Forest,0.2223948,0.0000938,0.0068448
1935,812,535836,21,139,MD027,6,LrD,793430,C,119.999999985098839,899.999999776482582,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1936,813,535837,41,49,MD027,6,LeC,793014,C,14.003777241892095,9.076058231188412,73,Deciduous Forest,0.0022427,0.0000009,0.0000690
1937,813,535837,41,63,MD027,6,LmB,793427,C,166.733024879623656,1389.289610510596958,73,Deciduous Forest,0.3433009,0.0001447,0.0105660
1938,813,535837,41,139,MD027,6,LrD,793430,C,983.305992034302790,21658.271830709672940,73,Deciduous Forest,5.3518753,0.0022564,0.1647189
1939,813,535837,41,171,MD027,6,WcB,793659,D,792.925709664022747,14692.866606987692649,79,Deciduous Forest,3.6306865,0.0015307,0.1209289
1940,813,535837,41,179,MD027,6,UbF,796041,,322.493518196361720,3205.198171804292542,,Deciduous Forest,0.7920217,0.0003339,
1941,813,535837,41,202,MD027,6,MoB,793442,D,23.631199005613240,21.200565157990095,79,Deciduous Forest,0.0052388,0.0000022,0.0001745
1942,814,535838,21,139,MD027,6,LrD,793430,C,99.939454562122862,489.320666899764660,79,"Developed, Open Space",0.1209138,0.0000510,0.0040273
1943,814,535838,21,189,MD027,6,SrD,793646,B,64.759035846659941,126.558511158913205,69,"Developed, Open Space",0.0312733,0.0000132,0.0009098
1944,815,535840,22,108,MD027,6,LeB,793012,C,58.752840595243434,58.353530509246170,79,"Developed, Low Intensity",0.0144195,0.0000061,0.0004803
1945,815,535840,22,112,MD027,6,LeC,793014,C,103.514432099349406,404.777558484334293,79,"Developed, Low Intensity",0.1000227,0.0000422,0.0033315
1946,816,536001,41,64,MD027,6,LmB,793427,C,281.501003328633033,1400.360490435161864,73,Deciduous Forest,0.3460366,0.0001459,0.0106502
1947,816,536001,41,137,MD027,6,LrD,793430,C,901.719081831195808,25402.133235699118813,73,Deciduous Forest,6.2770038,0.0026465,0.1931922
1948,816,536001,41,179,MD027,6,UbF,796041,,122.968182432351341,414.730298784877959,,Deciduous Forest,0.1024821,0.0000432,
1949,816,536001,41,219,MD027,6,Ha,793006,D,117.144395966055484,727.685917659479856,79,Deciduous Forest,0.1798151,0.0000758,0.0059892
1950,817,536002,71,179,MD027,6,UbF,796041,,276.717092199149533,4304.143380910158157,,Herbaceuous,1.0635769,0.0004484,
1951,818,536003,41,139,MD027,6,LrD,793430,C,67.740964665809827,152.486028030038170,73,Deciduous Forest,0.0376801,0.0000159,0.0011597
1952,818,536003,41,202,MD027,6,MoB,793442,D,95.991815409703065,424.076472136507903,79,Deciduous Forest,0.1047916,0.0000442,0.0034903
1953,819,536004,21,139,MD027,6,LrD,793430,C,120.000000024214387,900.000000363215804,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1954,820,536173,21,139,MD027,6,LrD,793430,C,244.919707268606800,881.648376451333661,79,"Developed, Open Space",0.2178601,0.0000919,0.0072564
1955,820,536173,21,179,MD027,6,UbF,796041,,67.573707003063248,188.417726312953789,,"Developed, Open Space",0.0465590,0.0000196,
1956,820,536173,21,202,MD027,6,MoB,793442,D,361.114701318880805,3753.371397264744246,84,"Developed, Open Space",0.9274783,0.0003910,0.0328471
1957,821,536174,22,63,MD027,6,LmB,793427,C,3037.937883389976832,57652.378917554182408,79,"Developed, Low Intensity",14.2462130,0.0060064,0.4745052
1958,821,536174,22,104,MD027,6,GdC,628045,A,45.854792116992314,67.854607768300951,49,"Developed, Low Intensity",0.0167672,0.0000071,0.0003464
1959,821,536174,22,112,MD027,6,LeC,793014,C,181.253136593908977,1653.025446396246707,79,"Developed, Low Intensity",0.4084715,0.0001722,0.0136051
1960,821,536174,22,139,MD027,6,LrD,793430,C,974.183149339248303,14374.427574029858079,79,"Developed, Low Intensity",3.5519984,0.0014976,0.1183080
1961,821,536174,22,141,MD027,6,LrD,793430,C,183.501752232471205,1835.011515292593458,79,"Developed, Low Intensity",0.4534412,0.0001912,0.0151030
1962,821,536174,22,185,MD027,6,MoC,793443,D,338.996357617558886,3994.875576955572797,84,"Developed, Low Intensity",0.9871553,0.0004162,0.0349606
1963,821,536174,22,189,MD027,6,SrD,793646,B,209.602501365591991,1566.912135171915224,69,"Developed, Low Intensity",0.3871924,0.0001632,0.0112639
1964,821,536174,22,217,MD027,6,LeC,793014,C,356.021061588066686,3931.250617477272499,79,"Developed, Low Intensity",0.9714332,0.0004096,0.0323560
1965,822,536370,21,63,MD027,6,LmB,793427,C,329.818546790941923,6377.954482014761197,79,"Developed, Open Space",1.5760269,0.0006645,0.0524935
