OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
1507,627,528176,21,163,MD027,6,GoB,793004,C,85.011387636458579,359.266218683932948,79,"Developed, Open Space",0.0887766,0.0000374,0.0029569
1508,628,528177,21,46,MD027,6,LoC,793429,C,120.000000001862645,900.000000027939677,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1509,629,528178,21,63,MD027,6,LmB,793427,C,97.890235184755895,394.109066022846889,79,"Developed, Open Space",0.0973865,0.0000411,0.0032437
1510,630,528356,52,41,MD027,6,LoB,793428,C,71.368201271510785,223.477707464919007,73,Shrub/Scrub,0.0552225,0.0000233,0.0016996
1511,630,528356,52,100,MD027,6,LoC,793429,C,228.327974733776500,3376.522292479201496,73,Shrub/Scrub,0.8343568,0.0003518,0.0256797
1512,631,528357,41,80,MD027,6,LoB,793428,C,120.000000005587935,900.000000083819032,73,Deciduous Forest,0.2223948,0.0000938,0.0068448
1513,632,528358,21,46,MD027,6,LoC,793429,C,120.000000001862645,900.000000027939677,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1514,633,528359,21,34,MD027,6,LrD,793430,C,42.251065431679685,44.981794893851124,79,"Developed, Open Space",0.0111152,0.0000047,0.0003702
1515,633,528359,21,80,MD027,6,LoB,793428,C,105.570459150740021,570.897383122548263,79,"Developed, Open Space",0.1410718,0.0000595,0.0046987
1516,634,528360,21,80,MD027,6,LoB,793428,C,119.999999996274710,899.999999944120646,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1517,635,528361,41,34,MD027,6,LrD,793430,C,63.147618589573966,175.480900007925868,73,Deciduous Forest,0.0433623,0.0000183,0.0013346
1518,635,528361,41,80,MD027,6,LoB,793428,C,98.845683319980154,440.398278099207062,73,Deciduous Forest,0.1088248,0.0000459,0.0033494
1519,636,528559,21,100,MD027,6,LoC,793429,C,257.884264498732364,1395.907197462429622,79,"Developed, Open Space",0.3449362,0.0001454,0.0114889
1520,636,528559,21,177,MD027,6,UaF,628165,,246.642272305573215,2244.422944184248536,,"Developed, Open Space",0.5546090,0.0002338,
1521,636,528559,21,205,MD027,6,MoB,793442,D,178.969609188613333,1759.669858800356451,84,"Developed, Open Space",0.4348239,0.0001833,0.0153995
1522,637,528560,22,80,MD027,6,LoB,793428,C,44.337531272322948,84.841701190485892,79,"Developed, Low Intensity",0.0209648,0.0000088,0.0006983
1523,637,528560,22,101,MD027,6,LoC,793429,C,28.186945202775785,19.576801027484148,79,"Developed, Low Intensity",0.0048375,0.0000020,0.0001611
1524,637,528560,22,177,MD027,6,UaF,628165,,293.981513228536983,3495.581497670271347,,"Developed, Low Intensity",0.8637770,0.0003642,
1525,638,528561,41,80,MD027,6,LoB,793428,C,87.199145367336016,382.000733188480581,73,Deciduous Forest,0.0943944,0.0000398,0.0029053
1526,638,528561,41,101,MD027,6,LoC,793429,C,182.449575795816486,2132.550048146962581,73,Deciduous Forest,0.5269646,0.0002222,0.0162188
1527,639,528562,22,50,MD027,6,LeC,793014,C,34.797675697104552,54.659362649009708,79,"Developed, Low Intensity",0.0135066,0.0000057,0.0004499
1528,639,528562,22,200,MD027,6,WcB,793659,D,96.420847475300405,521.903137371955495,84,"Developed, Low Intensity",0.1289651,0.0000544,0.0045674
1529,640,528563,21,80,MD027,6,LoB,793428,C,113.157511518434944,615.879178015788966,79,"Developed, Open Space",0.1521871,0.0000642,0.0050690
1530,641,528564,21,32,MD027,6,LrF,793431,C,237.616181860305176,1198.682828805778627,79,"Developed, Open Space",0.2962010,0.0001249,0.0098657
1531,641,528564,21,33,MD027,6,LrD,793430,C,115.910476538731061,820.262194187846490,79,"Developed, Open Space",0.2026912,0.0000855,0.0067511
1532,641,528564,21,163,MD027,6,GoB,793004,C,226.069536453287867,1581.054977229892074,79,"Developed, Open Space",0.3906872,0.0001647,0.0130128
1533,642,528768,21,100,MD027,6,LoC,793429,C,19.732356849707173,14.926843043331310,79,"Developed, Open Space",0.0036885,0.0000016,0.0001229
1534,642,528768,21,177,MD027,6,UaF,628165,,116.974138835094379,885.073156872849722,,"Developed, Open Space",0.2187063,0.0000922,
1535,643,528769,41,80,MD027,6,LoB,793428,C,112.365364250395970,805.995256174742281,73,Deciduous Forest,0.1991658,0.0000840,0.0061299
1536,643,528769,41,101,MD027,6,LoC,793429,C,49.251724327583396,94.004743797317985,73,Deciduous Forest,0.0232291,0.0000098,0.0007149
1537,644,528770,43,80,MD027,6,LoB,793428,C,316.189443260259281,5331.344032336082819,73,Mixed Forest,1.3174038,0.0005554,0.0405468
1538,645,528771,43,29,MD027,6,LrF,793431,C,112.521304062415595,576.562499928404577,73,Mixed Forest,0.1424717,0.0000601,0.0043850
1539,646,528935,41,41,MD027,6,LoB,793428,C,511.056397688904724,6268.523029095922539,73,Deciduous Forest,1.5489857,0.0006531,0.0476743
1540,646,528935,41,100,MD027,6,LoC,793429,C,112.029306386531346,651.179167664656688,73,Deciduous Forest,0.1609099,0.0000678,0.0049524
1541,647,528936,22,80,MD027,6,LoB,793428,C,224.258405072391952,2417.734086585449404,79,"Developed, Low Intensity",0.5974351,0.0002519,0.0198990
1542,648,528937,22,200,MD027,6,WcB,793659,D,179.999999996274710,1799.999999888241291,84,"Developed, Low Intensity",0.4447897,0.0001875,0.0157525
1543,649,529114,21,80,MD027,6,LoB,793428,C,283.174614237271555,3905.516519862182577,79,"Developed, Open Space",0.9650741,0.0004069,0.0321442
1544,649,529114,21,101,MD027,6,LoC,793429,C,139.733308329095365,1147.393254045085541,79,"Developed, Open Space",0.2835270,0.0001195,0.0094436
1545,649,529114,21,177,MD027,6,UaF,628165,,163.612873770482281,501.777726103715509,,"Developed, Open Space",0.1239920,0.0000523,
1546,650,529115,41,29,MD027,6,LrF,793431,C,481.087198162152902,5989.887351279847280,73,Deciduous Forest,1.4801334,0.0006240,0.0455552
1547,650,529115,41,80,MD027,6,LoB,793428,C,168.786642575786374,1714.285817446206238,73,Deciduous Forest,0.4236093,0.0001786,0.0130378
1548,650,529115,41,155,MD027,6,JaB,793008,,39.637264390128273,67.451235977567123,,Deciduous Forest,0.0166676,0.0000070,
1549,650,529115,41,200,MD027,6,WcB,793659,D,157.680490630735250,1275.836532993103447,79,Deciduous Forest,0.3152661,0.0001329,0.0105007
1550,651,529116,22,37,MD027,6,LrD,793430,C,55.504261381110695,143.628781899063597,79,"Developed, Low Intensity",0.0354914,0.0000150,0.0011821
1551,651,529116,22,46,MD027,6,LoC,793429,C,492.586104059005550,8111.841320412717323,79,"Developed, Low Intensity",2.0044796,0.0008451,0.0667641
1552,651,529116,22,80,MD027,6,LoB,793428,C,112.799407337525366,748.874432458083447,79,"Developed, Low Intensity",0.1850509,0.0000780,0.0061636
1553,652,529117,21,80,MD027,6,LoB,793428,C,275.182416894730409,3381.575489191602628,79,"Developed, Open Space",0.8356055,0.0003523,0.0278319
1554,653,529118,21,36,MD027,6,LrD,793430,C,353.320263730256841,6493.042477363657781,79,"Developed, Open Space",1.6044657,0.0006765,0.0534407
1555,653,529118,21,80,MD027,6,LoB,793428,C,327.354256690556781,1521.384434100910767,79,"Developed, Open Space",0.3759423,0.0001585,0.0125217
1556,654,529301,21,177,MD027,6,UaF,628165,,106.674518465122688,677.294257646836854,,"Developed, Open Space",0.1673631,0.0000706,
1557,655,529302,41,41,MD027,6,LoB,793428,C,312.234448751232662,2654.361636285421810,73,Deciduous Forest,0.6559070,0.0002765,0.0201874
1558,655,529302,41,100,MD027,6,LoC,793429,C,315.348933162894525,4169.294610245668991,73,Deciduous Forest,1.0302551,0.0004344,0.0317090
1559,655,529302,41,177,MD027,6,UaF,628165,,419.084930380845890,3539.600996729826420,,Deciduous Forest,0.8746545,0.0003688,
1560,656,529303,22,80,MD027,6,LoB,793428,C,419.999999994412065,6299.999999720603228,79,"Developed, Low Intensity",1.5567639,0.0006564,0.0518519
1561,657,529304,22,63,MD027,6,LmB,793427,C,14.342024564172668,9.282297105933198,79,"Developed, Low Intensity",0.0022937,0.0000010,0.0000764
1562,658,529491,23,80,MD027,6,LoB,793428,C,197.943171209455102,2504.764938268255264,79,"Developed, Medium Intensity",0.6189409,0.0002610,0.0206154
1563,658,529491,23,177,MD027,6,UaF,628165,,14.377711053127197,9.785843132650289,,"Developed, Medium Intensity",0.0024181,0.0000010,
1564,659,529492,21,80,MD027,6,LoB,793428,C,240.000000005587935,2700.000000083819032,79,"Developed, Open Space",0.6671845,0.0002813,0.0222222
1565,660,529493,21,80,MD027,6,LoB,793428,C,112.494012442898594,576.342773429655608,79,"Developed, Open Space",0.1424174,0.0000600,0.0047436
1566,661,529494,22,99,MD027,6,LoC,793429,C,283.037870830306986,3672.366970975999720,79,"Developed, Low Intensity",0.9074616,0.0003826,0.0302252
1567,661,529494,22,200,MD027,6,WcB,793659,D,108.515323699738161,203.828459886002122,84,"Developed, Low Intensity",0.0503671,0.0000212,0.0017838
1568,662,529495,21,29,MD027,6,LrF,793431,C,419.774375550044738,4913.073587198262430,79,"Developed, Open Space",1.2140470,0.0005119,0.0404368
1569,662,529495,21,44,MD027,6,LoC,793429,C,280.328846143160717,2330.786268187351652,79,"Developed, Open Space",0.5759498,0.0002428,0.0191834
1570,662,529495,21,200,MD027,6,WcB,793659,D,459.369464168467573,6263.171394866215451,84,"Developed, Open Space",1.5476633,0.0006525,0.0548113
1571,663,529496,43,29,MD027,6,LrF,793431,C,200.482450881591575,882.366359373022760,73,Mixed Forest,0.2180375,0.0000919,0.0067107
1572,663,529496,43,80,MD027,6,LoB,793428,C,221.999853720507133,1817.633640403459822,73,Mixed Forest,0.4491470,0.0001894,0.0138237
1573,664,529497,52,29,MD027,6,LrF,793431,C,343.008457962678563,4899.342400586534495,73,Shrub/Scrub,1.2106539,0.0005104,0.0372612
1574,664,529497,52,46,MD027,6,LoC,793429,C,222.841750649811758,1636.360414205910274,73,Shrub/Scrub,0.4043535,0.0001705,0.0124451
1575,664,529497,52,80,MD027,6,LoB,793428,C,358.249923301071419,2388.689134392599954,73,Shrub/Scrub,0.5902579,0.0002489,0.0181668
1576,664,529497,52,155,MD027,6,JaB,793008,,44.548780072633129,75.608051059086108,,Shrub/Scrub,0.0186832,0.0000079,
1577,665,529498,21,34,MD027,6,LrD,793430,C,484.274041482382415,4646.540772732596452,79,"Developed, Open Space",1.1481853,0.0004841,0.0382431
1578,665,529498,21,37,MD027,6,LrD,793430,C,450.165958799263308,6065.148811528840270,79,"Developed, Open Space",1.4987309,0.0006319,0.0499189
1579,665,529498,21,46,MD027,6,LoC,793429,C,349.028302120129297,2314.506127992921847,79,"Developed, Open Space",0.5719269,0.0002411,0.0190494
1580,665,529498,21,80,MD027,6,LoB,793428,C,299.319878114186167,2273.676492509772288,79,"Developed, Open Space",0.5618377,0.0002369,0.0187134
1581,665,529498,21,201,MD027,6,WcB,793659,D,572.670960976136826,6778.272214432507099,84,"Developed, Open Space",1.6749475,0.0007062,0.0593191
1582,666,529499,21,32,MD027,6,LrF,793431,C,424.694582596960515,5723.141854426393365,79,"Developed, Open Space",1.4142191,0.0005963,0.0471040
1583,666,529499,21,163,MD027,6,GoB,793004,C,381.388008749851906,1050.625521433137465,79,"Developed, Open Space",0.2596152,0.0001095,0.0086471
1584,667,529670,22,80,MD027,6,LoB,793428,C,324.525497266853563,2083.436968209942279,79,"Developed, Low Intensity",0.5148285,0.0002171,0.0171476
1585,667,529670,22,177,MD027,6,UaF,628165,,387.709697983302476,5764.172742130941515,,"Developed, Low Intensity",1.4243581,0.0006005,
1586,668,529671,22,80,MD027,6,LoB,793428,C,52.349759585488172,111.885192407321370,79,"Developed, Low Intensity",0.0276474,0.0000117,0.0009209
